,Sentence,Sentiment
3261,the approxim dwt vessel has been order from india,neutral
3262,finnair said that the cancel of flight would caus daili loss of xac million us million,neutral
3263,honkarakenn s custom in this project is one of the biggest real estat compani in kazakhstan accord to the compani,neutral
3264,the dividend will come on top of the eur on a share and on k share it has alreadi paid on last year s account,neutral
3265,adp news - feb - finnish comput servic compani proha oyj hel artv said today it net loss narrow to eur usd for from eur million for,positive
3266,updat -sabmil nd-quarter under sale rise forex impact margin,neutral
3267,finnish raut precis has won larg glass batch plant and mortar plant order from mexico and the us,positive
3268,for net profit was eur million and the compani paid a dividend of eur apiec,neutral
3269,the categori was mark by matur and the recess,neutral
3270,went long on this cog will see s again me think,positive
3271,the compani slip to an oper loss of eur million from a profit of eur million,neutral
3272,the compani serv custom in various industri includ process and resourc industri machineri architectur build construct electr transport electron chemic petrochem energi and inform technolog as well as cater and household,neutral
3273,estonia s agricultur minist helir-valdor seeder is in finland on a two-day visit in the cours of which he will meet with his finnish counterpart sirkka-liisa anttila,neutral
3274,chang to the as-built model from the design were communic to the subcontractor to accommod them into the steel and grc fabric process,neutral
3275,the compani is also seek possibl to reloc the luumaki personnel some peopl to other upm mill,neutral
3276,the compani said that it has start to investig streamlin it oper in order to meet the tighten competit on the mobil phone charger market,positive
3277,finnish hold compani panostaja oyj said on june it has sign a letter of intent to acquir local lahden lampokasitt oy and heatmast oy activ in the heat treatment of metal for a total mln euro mln,neutral
3278,companiesdiageo stay neutral on india boardroom turmoil,neutral
3279,ge to sell major stake in bank bphs core bank to alior bank,positive
3280,the compani will be part of telest s video and broadband solut busi area,neutral
3281,tamper scienc park is a finnish compani that own leas and build offic properti and it specialis in facil for technology-ori busi,neutral
3282,net sale surg by to eur m telest said that eur m or of the sale came from the acquisit made in,positive
3283,februari - finland-bas steel maker rautaruukki oyj hel rtrks or ruukki said today it slip to a larger-than-expect pretax loss of eurm in the fourth quarter of from a year-earli profit of eurm,neutral
3284,the subsidiari will be respons for filter sale local assembl of filter and after market servic in china,neutral
3285,finnish consum prefer to buy the cheapest beer brand,neutral
3286,a maximum of employe who work in karttakeskus and are respons for produc geograph inform servic will be affect the compani ad,neutral
3287,we are happi to be work with rapala to encourag boater and angler to introduc newcom to the sport said rbff presid ceo frank peterson,positive
3288,with the govern exempt certain stainless steel product from anti-dump duti finland-bas outokumpu today said it will look to enter into suppli pact with the indian railway soon,neutral
3289,ssys just re-test low should rise steadili from here it hit just trade day ago and on sept itll do it again,positive
3290,profit befor tax decreas by to eur mn in the first nine month of compar to eur mn a year earlier,negative
3291,this implement is veri import to the oper sinc it is about to launch it fixed-to-mobil converg servic in brazil see brazil may,neutral
3292,finnish ship compani finnlin pretax loss total eur mn in the third quarter of compar to a profit of eur mn in the third quarter of,negative
3293,net sale will howev increas from,positive
3294,one of the headbox will be equip with a modern consist control system to ensur cross machin profil of the plasterboard compani said in a statement receiv by lesprom network,neutral
3295,after the transact m-real will own in metsa-botnia and upm --,neutral
3296,jan -- ford is struggl in the face of slow truck and suv sale and a surfeit of up-to-d gotta-hav car,negative
3297,market had been expect a poor perform and the compani s stock was up percent at xac us in earli afternoon trade in helsinki,positive
3298,citigroup inc nyse c deutsch bank nyse db and pohjola bank are lead manag for the sale,neutral
3299,compar oper profit total eur mn up from eur mn in,positive
3300,in finland sampo bank now part of the dansk bank group will lay off staff from the administr and support function,neutral
3301,follow the issu the number of share in the swedish compani will grow by,neutral
3302,it market share is percent accord to ac nielsen s data,neutral
3303,naturalga settl at -year low dbo bno,negative
3304,the compani s net profit amount to ee mn which was more than in,positive
3305,no financi detail were disclos,neutral
3306,profit per share was eur up from eur,positive
3307,aldata solut oyj bertrand sciard presid and ceo further inform aldata solut oyj bertrand sciard presid and ceo tel aldata retail-wholesal at aldata of our busi is dedic to retail and wholesal busi improv,neutral
3308,the joint ventur will invest about eur in product technolog straight away,neutral
3309,juhani jñrvi corpor execut vice presid of kesko say the russian food retail sector is fragment,neutral
3310,nordea pankki suomi oyj s ownership in stonesoft corpor has decreas below -,neutral
3311,valeant name interim leader as ceo remain hospit,neutral
3312,finnish ship compani finnlin of the grimaldi group report it net sale decreas to eur mn in january-jun from eur mn in the correspond period in,negative
3313,ebit margin was up from to,positive
3314,in etteplan report a turnov of eur m,neutral
3315,accord to atria s presid and ceo matti tikkakoski the compani s swedish oper signific improv in the first quarter,positive
3316,the compani s profit total ls in h down year-on-year,neutral
3317,yhoo a breakout abov would constitut a technic entri for the short term trader,positive
3318,the compani had hope the new plant would be on stream by the end of,neutral
3319,an addit amount cap at eurm is payabl in cash upon the achiev of certain financi perform target in,neutral
3320,previous the compani had guid for ebit and sale growth of pct and pct respect for this year,positive
3321,the fair valu of the compani s invest properti went down to eur bn at the end of septemb from eur bn a year earlier,neutral
3322,februari - finnish broadband data communic system provid telest oyj hel tltv said yesterday it net profit rocket to eur m in from eur in and it lift it dividend propos,positive
3323,hsbc hit by fresh detail of tax evas claim,negative
3324,ibio up in premarket readi for lift off,positive
3325,dnb nord of norway is the most like nordic buyer for citadel while nordea would be a good strateg fit accord to the document publish by pietiek,neutral
3326,as with other stakehold comptel has been involv in the workshop meet and file comment on the issu of greatest import to the competit sector of our industri,neutral
3327,fb i guess they want it down look at the those sell order,negative
3328,ahlstrom corpor stock exchang announc ahlstrom corpor will publish it first quarter financi result on friday april approxim at am finnish time,neutral
3329,the compani s plant in russia will continu to make tyre for it near market while the plant in nokia in finland will manufactur tyre for other market,neutral
3330,they are respons for their own oper custom relationship and the develop of these,neutral
3331,qcor just ad share,positive
3332,baswar invoic process baswar contract match baswar order match and baswar kpi report tool are part of the baswar s enterpris purchas to pay product suit,neutral
3333,the contract includ softwar licenc applic mainten and train,neutral
3334,publish sweden s oper loss was eur mn in q of compar to a profit of eur mn a year ago,neutral
3335,the devic would be launch in the chines market in late the compani said,neutral
3336,the net sale of the power plant busi were eur million in,neutral
3337,nation sponsor for the big read includ nation endow for the art in cooper with the institut of museum and librari servic and art midwest,neutral
3338,amzn new hod with convict keep on watch for resist,positive
3339,the biggest challeng was to make the piec look raw hansen said,neutral
3340,typic end-us includ roof structur floor wall and ceil non-vis structur in vehicl packag and box construct site structur fenc and shelter and formwork with a limit number of concret pour,neutral
3341,the plan facil estim to cost around million would be the largest biodiesel plant in the world and use palm oil certifi by the roundtabl on sustain palm oil rspo,positive
3342,dure the past year the factori has produc mani of nokia s most popular model includ the nokia the nokia as well as nokia s latest music devic the nokia express music,neutral
3343,stx finland oy sign a a preliminari agreement for the build of an environment friend new generat cruis ferri for vike line to manag on between turku finland and stockholm sweden withvik line abp,positive
3344,the rebuild are design to improv the machin perform and product qualiti,positive
3345,oper profit exclud non-recur item total eur mn down from eur mn in the correspond period in,neutral
3346,goodwil and other intang asset account for some mln euro mln of the purchas price pct of which payabl in aspo share,neutral
3347,the center offer a comprehens rang of devic design servic span from electron mechan and softwar design to a full rang of test laboratori servic,neutral
3348,the order are part of a long-term develop plan of latvija finieri,neutral
3349,goodwin not to face scottish prosecut over rbs,positive
3350,report oper margin was a negat,neutral
3351,mformat provid enhanc manag of these applic by enabl configur and control throughout their lifecycl,neutral
3352,teliasonera tlsn said the offer is in line with it strategi to increas it ownership in core busi hold and would strengthen eesti telekom s offer to it custom,positive
3353,the report profil compani includ mani key and nich player worldwid such as black decker corpor fiskar corpor fiskar brand inc husqvarna outdoor product inc ks group ryobi technolog inc the scott miracle-gro compani and van group inc,neutral
3354,no decis on such sale of the now issu or exist treasuri share to ya global has been made yet,neutral
3355,profit ebit was compar to in q,negative
3356,the fourth quarter saw rapala swing back to a pretax profit of mln eur from a year earlier loss of mln on the back of a pct uplift in sale to mln eur and a stronger perform in north america,positive
3357,a huge issu for us is the button placement,neutral
3358,hammerson jv partner secur ownership of ireland dundrum - quick fact,positive
3359,after the split the number of k share will be and the number of a share,neutral
3360,notabl gainer among liquid option name this morn includ stx nem wdc x and gme,positive
3361,lock in some fb put for nice gain,negative
3362,in the baltic countri develop of oper and reorganis continu and non-recur item relat to the takeov process lower earn,neutral
3363,the equip will be made at vaahto s plant in hollola in finland and deliveri is schedul for the first quarter of,neutral
3364,accord to gallup food and farm fact beef consumpt total mn kilo in finland in,neutral
3365,the profit after tax was eur million,neutral
3366,passeng volum rose by in the account period,positive
3367,the board machin which will have a wire width of m and a design speed of m-min will produc close to tonn of fold boxboard per day,neutral
3368,in finland finnish pharmaceut compani orion corpor omx helsinki ornav said on wednesday januari that it has conclud it personnel negoti in finland and will reduc the number of personnel by,negative
3369,take a cue from the playbook of the east dillon lion we ve creat a special team of heavy-hit style player such as boot-cut jean tummi top and of cours cowboy boot,neutral
3370,fb is start to show some relat strength and sign of potenti bo on the daili,positive
3371,in april olvi s rang of cider will expand with a strawberry-rhubarb and an apple-pear cider in green bottl with a new shape,neutral
3372,jensen njastein and mike critch the head of dovr north america busi unit will report to toivola,neutral
3373,miner meltdown as bhp to rio tinto sink in commod rout,negative
3374,an appeal concern the project has been lodg at the czech ministri of the environ,neutral
3375,energi still fail to close abov the d ma continu to stand out weak xle,negative
3376,accord to the latvian busi regist uponor latvia close in red with lvl eur usd on turnov of lvl mn for,negative
3377,aapl test the high today and probabl go beyond after hour,positive
3378,the stock rose for a third day on tuesday bring it three-day rise to gbx or,positive
3379,sbux downgrad to neutral at deutsch bank price target reduc to from,negative
3380,kgc oversold fall wedg and posit diverg place it on the launch pad look for a bounc,positive
3381,finnish publish alma media hel alnv said wednesday it has decid to further extend it eur usd apiec mandatori tender offer for media group talentum hel ttmv which start on august until novemb,neutral
3382,tyrvñinen is of the opinion that the airlin has been repeat this for some time alreadi howev,neutral
3383,rost ross store upgrad to outperform at rbc capit market,positive
3384,ab inbev approach sabmil to explor bn tie-up,positive
3385,finnish food worker union sel plan to hasten it collect bargain with a two-day strike that would begin on april in finland,neutral
3386,it custom includ local compani slo oy kiilto oy toptron oy normark suomi oy pellonpaja oy and mansner oy,neutral
3387,the number of custom is one of the most import paramet in determin the price of electr network,neutral
3388,rig whos ever push this is crazi get readi for suspend dividend turn into growth stock blow out earn and major buyback lol,neutral
3389,hal if bull lucki enuff to get an upsid gap fill better take it wouldnt chase it here,neutral
3390,vanhanen said the strike would be extrem damag as some particip and report begin to arriv in finland for the one-day eu summit with russian presid vladimir putin in lahti about kilomet mile north of helsinki,negative
3391,these moder but signific chang result in a signific - reduct in the estim cvd risk,positive
3392,sale of mid-strength beer decreas by,negative
3393,f-secur onlin backup automat protect all the content store on a comput or smartphon by make a copi of the content to an onlin locat,neutral
3394,dealer said the share was larg hit by investor disappoint about a refin margin of just usd per barrel for the quarter and the perform of it ship unit which saw ebit drop to mln eur from mln eur a year amid a fall in volum and tanker rate,neutral
3395,the long-stand partnership and commit enabl both parti to develop their respect oper and esl ship will also have the opportun to updat it fleet and improv it effici,positive
3396,nokia bought chicago-bas navteq in acquir a map databas to compet with googl s map as well as with navig devic compani such as tomtom nv and garmin ltd,positive
3397,finnlin has six ship under construct in china with deliveri schedul between the first quarter of and the final quarter of,neutral
3398,elektrobit eb has renew it it infrastructur contract with ict servic provid fujitsu servic for eb s patja servic,positive
3399,the core of solidium s invest strategi is proper valu enhanc asset manag of the current hold,positive
3400,finnish steel maker rautaruukki oyj hel rtrks or ruukki said today it net loss contract to eur million usd m for the first nine month of from eur million for the same period a year ago,positive
3401,the commiss said the hydrogen peroxid and pbs market was worth about million euro in,neutral
3402,updat easyjet passeng number aer lingus traffic up in februari,positive
3403,oper profit for the -month period decreas from eur m while net sale increas from eur m as compar to,negative
3404,facad in riga march - finnish construct compani yit oyj hel ytyv said today that it will build the frame and the facad in a tower construct project in riga,neutral
3405,bunzl lift dividend again as acquisit continu to boost profit,positive
3406,oper profit surg to eurm from eur,positive
3407,nordea s chairman of the board han dalborg has inform the nomin committe that he will not be up for re-elect at the annual general meet in,neutral
3408,belarus oao lidsko pivo breweri base in the grodno region report a decreas in output to million decalit in january-march a repres in the administr of the compani told,negative
3409,astx daili technic indic are bullish breakout watch over,positive
3410,the contract has been allot as per lowest price criteria,neutral
3411,a high court in finland has fine seven local asphalt compani more than lion million for oper a cartel,neutral
3412,sale are expect to increas in the end of the year howev,positive
3413,the contract of the employe of whom are blue-collar worker will be end between march and august,neutral
3414,the low capac utilis rate in steel product consider increas the fix cost per unit of steel produc,negative
3415,the group s turnov for the full fiscal year is expect to show a slight increas from the previous fiscal year,positive
3416,oper profit decreas to near eur mn howev,neutral
3417,finnish cargotec s kalmar has receiv a signific order from the us depart of defens,positive
3418,earn per share ep amount to eur down from eur,negative
3419,brcm rais revenu forecast,positive
3420,a spokesperson told wwd to expect a - mix of cloth and home decor,neutral
3421,nokia s call all innov africa competit has been specif launch to enabl develop to creat local relev best-of-bre mobil applic,positive
3422,net sale surg by to eur million,positive
3423,the authoris is in forc until the end of the next annual general meet and repeal the authoris to acquir own share given by the general meet held on april,neutral
3424,poyri s contract includ engin manag civil and detail engin servic and time schedul and procur servic,neutral
3425,the valu of the order is eur,neutral
3426,the compani oper it busi through two report segment includ bank and invest servic and non-lif insur,neutral
3427,the order includ a new crecent former headbox and reel,neutral
3428,the combin valu of the plan invest is about eur mn,neutral
3429,the follow inform was releas by comptel tomorrow the chairman of the feder communic commiss is schedul to deliv the nation broadband plan to congress,neutral
3430,oper profit of oper in finland in the period under review total eur mn remain at the level,neutral
3431,m-real corpor press releas on novemb at am m-real corpor was the second best compani in the materi sector includ eg forest industri compani in the carbon disclosur leadership index cdli nordic report,positive
3432,ingen is an establish medic devic manufactur with an emerg new medic product line for the respiratori market worth an estim billion in the us and billion global,neutral
3433,oper loss total eur mn compar to a profit of eur mn,neutral
3434,scanfil a system supplier and contract manufactur to the communic sector will give notic to product employe and temporarili lay off employe at the compani s plant in sievi in finland,negative
3435,alfa group will have of vote stock in the new compani and telenor with a free float of,neutral
3436,kingfish share price slide on cost to implement new strategi,negative
3437,profit befor tax decreas to eur mn from eur mn the year befor,negative
3438,m and at the time of invest it is fulli leas to sever tenant,neutral
3439,the compani is own by the state of finland and the european aeronaut defens and space compani ead nv tekla is an intern softwar compani that provid solut for build and construct energi distribut and municip,neutral
3440,csx anoth strong rail today after break intraday resist at,positive
3441,a data process unit collect the data calcul rvr valu and provid the data to user via various interfac,neutral
3442,in addit to russia we now seek addit growth in ukrain,positive
3443,the aim is to increas sale by at least one fifth in,positive
3444,rohwedd group is an automot suppli telecommun and electron industri provid for custom in europ north america and asia,neutral
3445,accord to hk ruokatalo almost all the meat use by the compani come from finland,neutral
3446,the number of bodili injuri case quadrupl in -,neutral
3447,in finland snow storm brought tree down on power line cut off electr for some household,neutral
3448,the acquisit price was not disclos,neutral
3449,scanfil has also issu a profit warn,neutral
3450,the acquisit is part of ramir s central and eastern european growth strategi,neutral
3451,upm said the move will lower net profit by xac million us million in the second quarter main due to impair charg,negative
3452,the poorest index figur was given to finnish power compani fortum,neutral
3453,the compani intend to launch hous develop at the acquir land plot and to construct - squar metr of hous per annum by,neutral
3454,seppala transfer the sale to a greater extent than last year to februari and this is reflect on the januari sale figur,neutral
3455,ab inbev up offer for sabmil as deadlin loom,positive
3456,the contract of the employe of whom are blue-collar worker will be end between march and august,negative
3457,stora enso s target has been cut to eur from eur and holmen s target -- to sek from sek,neutral
3458,as a condit to the deal savcor alfa has to have bought photonium and aks lahtinen inc s busi oper prior to the deal,neutral
3459,spi dont hang your bull hat yet next week we will pop higher on qe hope on back of fed day meet,positive
3460,consolid oper profit from continu oper decreas by to eur mn from eur mn in,negative
3461,the share shall be repurchas through public trade for which reason the share are repurchas otherwis than in proport to the hold of the sharehold,neutral
3462,the airlin estim that the cancel of it flight due to the closur of european airspac and the process of recommenc traffic have caus a the compani a loss of eurm includ the cost of strand passeng accommod,neutral
3463,the transact doubl tecnomen workfors and add a fourth to their net sale,positive
3464,we warm welcom him to satama state jussi lansio chairman of the board,positive
3465,the web-marela applic handl invit to quot quot comparison agreement purchas invoic inspect inventori manag and deliveri,neutral
3466,cargotec s brand hiab kalmar and macgregor are global market leader in their field and their solut are use on land and at sea - wherev cargo is on the move,neutral
3467,lñnnen tehtaat s food divis was reorganis into two strateg busi unit apetit frozen food and jam and apetit fish,neutral
3468,twtr sad the onli thing to move this is a takeov rumor onli to be sold off next day !,negative
3469,it other well-known brand includ fit equip maker precor and us - base ball sport equip maker wilson,neutral
3470,z bavelloni s long-stand md dino bavelloni has retir at the end of,neutral
3471,the seller were eoss innovationsmanag and a group of privat individu,neutral
3472,net sale went up by year-on-year to eur million affect by the busi acquisit realiz dure the previous financi period the effect of which was eur million on the review period,positive
3473,as a result the compani has decid it will implement fixed-term temporari lay-off,negative
3474,those uncertainti cloud the long-term outlook,negative
3475,elcoteq expect it net sale for the last quarter of to be on the level of the third quarter,neutral
3476,the compani s annual loss amount to eek mn compar to a profit of eek mn in,negative
3477,the mill is concentr on get the supercalend line run satisfactorili befor restart it older newsprint line,neutral
3478,aktia forecast finland s inflat at in,neutral
3479,kone is list on the nordic exchang in helsinki,neutral
3480,finnish fibre-bas materi maker ahlstrom corp hel ahlv said today it decid to close down it spunlac composit product line number at chirnsid plant in the uk by the end of march,neutral
3481,subject-matt of the invent furthermor is the use of the cyclon for separ part molten particl,neutral
3482,rautaruukki said construct group yit has award it a mln eur contract to suppli the steel structur for a new bridg span the kemijoki river in northern finland,positive
3483,long tsla short mbli,positive
3484,also technopoli plan to build a million euro technolog park at the special econom zone neudorf in st petersburg the st petersburg govern said in februari,neutral
3485,lassila tikanoja s oper profit exclud non-recur and imput item for the second quarter was eur m down from eur m a year ago,negative
3486,castecka said the town hall would hold talk with other investor interest in the zone,neutral
3487,the technolog will becom avail to busi from the fourth quarter nokia said,neutral
3488,london open taylor wimpey and ashtead drive market higher barclay fall,positive
3489,bullish engulf of coca cola ko,positive
3490,the studi was not design to enabl formal statist evalu of therapeut activ the compani said,neutral
3491,upon complet of these transact metso s stake will amount to more than,neutral
3492,mika stahlberg vp f-secur lab said we are excit and proud that f-secur has been recogn by av-compar as the product of the year,positive
3493,madison wis feb - prnewswir - -- fiskar announc that the unit state patent and trademark offic has grant a trademark registr for the color orang on it icon scissor handl,positive
3494,both compani exist invest plan will be coordin,neutral
3495,ndx compon tesla has announc it is recal model x suv tsla,negative
3496,finnish messag solut develop tecnomen corpor omx helsinki temv said on thursday decemb that it has receiv an expans order for it converg charg solut in latin america,positive
3497,oper profit improv by to eur mn from eur mn,positive
3498,the valu of the contract is about eur mn,neutral
3499,the parti have therefor agre to leav avena out of the deal,neutral
3500,the compani has also suppli more than mw of power generat equip for a number of project in papua new guinea includ engin of the wartsila type to lihir gold,neutral
3501,in addit to fireplac export demand for line stone has exceed the level of the earlier part of the year and will continu to be clear brisker for the remaind of the year,positive
3502,compani thetrainlinecom announc arriv of london ipo,positive
3503,a flurri analyt spokesperson said that as it was onli measur window phone data for some week the firm double-check the data to make sure the per cent rise was not an aberr,neutral
3504,pharmaceut - itali this brand-new market analysi give a clear overview of the actual situat and futur outlook of the pharmaceut market in itali,neutral
3505,swedbank s share have been hardest hit of the swedish bank by the ongo intern financi crisi,neutral
3506,growth was strongest in f-secur s oper isp mobil oper and cabl oper busi,positive
3507,talvik say the reloc of applic program on server will continu while hp server were approv becaus of hp suppli a tailor-mad solut to elisa,neutral
3508,gunneflo will be respons of oriola-kd s pharmaceut trade busi in sweden,neutral
3509,samsung current occupi third place and lost ground dure the quarter drop by to an share overal,negative
3510,last week the finnish metal and technolog group announc plan to sell more than percent of it technolog unit to further the compani s strateg goal of becom the world s largest stainless steel maker,positive
3511,in the second quarter of the group s net profit rose to eur million from eur million in april-jun,positive
3512,travel expens would be reimburs in accord with the travel polici of the compani,neutral
3513,pretax profit total eur mn compar to a loss of eur mn in the correspond period in,positive
3514,august - finnish measur equip maker vaisala oyj hel vaia said today that it net loss widen to eur m in the first half of from eur m in the correspond period a year earlier,neutral
3515,suprem court uphold million juri award against exxonmobil,negative
3516,of the price kesko s share is mln euro mln and it will recogn a gain of mln euro mln on the dispos which will be includ in the result for the second quarter of,positive
3517,the purchas sum is about eur mn us mn,neutral
3518,the purpos of this action is to ensur compani s cost effect this year and in the near futur,positive
3519,in food trade sale amount to eur m a declin of,neutral
3520,long pcln,positive
3521,the compani expect it net sale for the whole of to be eur mn- mn,neutral
3522,appl inc the rip-roar ralli is just beginning! aapl investorplac aapl,positive
3523,purchas it for the mp snapper if noth els,neutral
3524,upon complet of the deal panostaja will establish a new busi area within the group to focus on heat treatment of metal,neutral
3525,diageo sell ryder cup venu gleneagl hotel to ennismor group,positive
3526,m and a master of busi administr mba,neutral
3527,rt joemccann the correl between the dollar index and spi is simpli amaz dx find support spi retreat like clockwork,negative
3528,profit after tax total eur mn,neutral
3529,oper loss total eur mn compar to a profit of eur mn in the second quarter of,negative
3530,finnish scanfil a system supplier and contract manufactur to the communic sector and the electron industri report it net sale total eur mn in the first half of down from eur mn in the first half of,negative
3531,whitbread buy stake in pure food chain,positive
3532,by separ side busi we will be abl to faster expand and develop tapro retail network,positive
3533,sudden optim about iphon sale ie not as bad as expect give appl aapl a lift,positive
3534,accord to the compani in addit to normal season fluctuat the market situat has weaken dure autumn,neutral
3535,the compani s previous estim was for a lower revenu than the year-ago eur million,negative
3536,oper loss total eur mn compar to a profit of eur mn in the first half of,negative
3537,accord to scanfil demand for telecommun network product has fluctuat signific in the third quarter of and the situat is expect to remain unstabl for the rest of the year,negative
3538,the stock was hit by the profit warn of finnish rival rautaruukki oyj omx rtrks,negative
3539,net sale of finnish sanoma learn literatur of finnish media group sanoma decreas by in january-jun total eur mn down from eur mn in the correspond period in,negative
3540,arto ryymin born will replac juhani kaisanlahti who has work as act evp healthcar welfar sinc august,neutral
3541,txrh report q ep of versus the estim beat by ep were up from the same quarter last year,positive
3542,megaa aapl mcdonald had a big grow success for year with the same bigmac and appl updat and improb iphon and ipad,positive
3543,the acquisit will consider increas kemira s sale and market posit in the russian metal industri coat market,positive
3544,the remot radio head modul will be avail at w power for ghz and ghz tdd frequenc band,neutral
3545,finnish forest machineri manufactur ponss s net sale grew to eur mn in the first quarter of from eur mn in the correspond period in,positive
3546,the lower of price by us and by our competitor show that the real estat market has stabilis and return into balanc and apart are acquir a fair price in the eye of our client,positive
3547,satama s net profit for the third quarter of rose to euro from euro for the same period of,positive
3548,the natur sourc of isopren is the tree speci hevea brasiliensi also known as the rubber tree,neutral
3549,accord to finnair technic servic the measur is abov all due to the employ situat,neutral
3550,this would be a huge process,neutral
3551,gpro down sinc tue morn,negative
3552,london afx - share in rautaruukki corp have been upgrad to hold from sell by abn amro with the price target rais to eur from said dealer,positive
3553,oper profit decreas to eur mn from eur mn in,negative
3554,the costanza light with an aluminum base and washabl shade come in white pistachio orang blue and red,neutral
3555,the solut will be instal in the usa to support the north american oper of the custom,neutral
3556,lsc s employe will move to ixono with their exist status and benefit,neutral
3557,raffl equiti ltd becam a substanti holder in archer explor ltd on januari with million share pc,neutral
3558,finnish bank of àland report it oper profit fell to eur mn in the third quarter of from eur mn in the third quarter of,neutral
3559,baird upgrad tesla motor tsla to outperform,positive
3560,raut said it has won an order worth around mln eur to suppli sever plywood product line to mill oper by russian wood product compani sveza group,positive
3561,metso oyj said it has sold it spreader roll manufactur busi and relat asset in the town of nokia southern finland to a group of finnish investor who will oper the busi under the name of finbow oy,neutral
3562,the combin valu of the order is eur mn,neutral
3563,tekla group s net sale for were approxim million euro and oper result million euro,neutral
3564,kai tulonen chief technolog offic sysopen digia say we have been use corpor phonebook insid sysopen digia extens sinc last fall and we have been veri satisfi with the result,positive
3565,enclos is affecto s call for extraordinari general meet to be held on juli th where the main agenda is to approv the author to the board for the propos share issu relat to the compon softwar acquisit and to elect haakon skaarer to the affecto board,neutral
3566,earn per share ep in decreas to eur from eur in,negative
3567,as of juli the market cap segment will be updat accord to the averag price in may,neutral
3568,reczakaria monday bull are out! stock ticker- michael jame ent other pick sbux gvp nke,positive
3569,the group aim to increas it net sale and compar oper profit in,positive
3570,cencorp s net sale in the first quarter is estim to be eur- m as compar to eur m in the first quarter,negative
3571,a paper mill in the central main town of madison soon will have a new owner,neutral
3572,the offer of some million share aim to rais more than xac million us million was expect to be complet by oct outokumpu said,neutral
3573,efor s result for the last quarter show an even faster improv as the compani manag to better sourc it compon,positive
3574,the compani design manufactur and market high-qual cloth interior decor textil bag and other accessori,neutral
3575,cdp was establish on the initi of institut investor howev the annual publish result also interest an increas number of custom and other interest group of the report compani,neutral
3576,in accord with our strategi we strengthen our local presenc by establish a repres offic in south africa in octob,positive
3577,casino red befor the bell lvs - wynn - wynn - unusu comibin of what run what red befor the bell,negative
3578,ep for the quarter came in at eur up from eur a year ago and ahead of forecast of eur,positive
3579,in accord with the term and condit of alma media s option program the share subscript price for the a option right was eur per share and the book countervalu eur per share,neutral
3580,the compani will make it market and sale invest initi in even more effici in,positive
3581,ebit total eur mn compar to a loss of eur mn in the correspond period in,positive
3582,orion s net profit for the third quarter of decreas to mln euro mln from mln euro mln a year earlier,negative
3583,the omx helsinki end pct lower at and the omx helsinki was down pct at on bln eur turnov,neutral
3584,the baswar connect servic allow compani to handl purchas to pay process onlin and make their intern process more effici said ceo ilkka sihvo baswar corpor,positive
3585,at the same time profit of the compani increas by in h and reach ls,positive
3586,the mill will have capac to produc tonn of pulp per year,neutral
3587,oper profit total eur mn up from a loss of eur mn in the second quarter of,positive
3588,stockoptionexpert mat - big trader ad april put contract day ago,negative
3589,sysopen digia plc press releas februari ibm finland has reward it most distinguish partner compani for,positive
3590,dilut earn per share ep rose to eur from eur,positive
3591,gakrum nice chart show distinct down channel not a dip where do you see the bottom spi,negative
3592,the share subscript period will expir on septemb,neutral
3593,enbca headshould bullish revers setup and breakout oil and gas piplelin stock uso,positive
3594,severn trent share price rise as first half profit inch up as custom,positive
3595,name of compani in which hold have been acquir citycon oyj,neutral
3596,aldata solut oyj thoma hoyer cfo more inform aldata solut oyj thoma hoyer cfo tel aldata in brief aldata solut is one of the global leader in suppli chain softwar for retail wholesal and logist compani,neutral
3597,easyjet lead britain ftse lower as global bond rout resum,negative
3598,product is schedul to start by the end of april,neutral
3599,in asia earlier japan s nikkei index fell percent and hong kong s hang seng index rose percent,neutral
3600,fiskar a -year-old global busi best known for it orange-handl scissor expect to deriv synergi of eur million a year by consolid certain part of the housewar divis where the two compet,positive
3601,everi partner will be allow to buy a quantiti of electr correspond to their share in the consortium at product cost a letter of intent said,neutral
3602,the board establish a remuner committe with follow member - sari baldauf chairman - tapio hintikka - heikki westerlund in addit the board decid to appoint a nomin committe at a later stage,neutral
3603,the method utilis waterborn ultra product give protect to wooden surfac in an industri paint process wherebi two layer of top coat are appli on exterior wooden panel and board without a separ primer,neutral
3604,berkshir seek to boost it well fargo stake abov percent,positive
3605,the agreement will provid the switch with doubl the convert capac whilst open up further manufactur locat in china,positive
3606,due to pirkka beer olvi s breweri in iisalmi is move to -day -hour work shift,neutral
3607,metsaliitto will sell million b share of neomarkka account for about pct of neomarkka s equiti and about pct of the vote right,neutral
3608,the huge bridg girder will be deliv to the site from our plant in ylivieska finland,neutral
3609,von koskul will overse a new unit of nordea which bring togeth corpor merchant bank financi institut and capit market product divis,neutral
3610,thank to the multipli effect of wagon perform transport will be much more effici say develop manag juha malkia from vr cargo,positive
3611,accord to it notic skandinaviska enskilda banken ab publ helsinki branch has on august divest in total alma media share to ilkka-yhtyma oyj and kaleva kustannus oy as the condit of the agreement made by the compani on juli fulfil,neutral
3612,the line will run fulli underground and will compris station which will be execut in two implement stage,neutral
3613,the finnish supplier of bss-oss and vas for telecom oper tecnotre has receiv expans order worth a total us mn for it converg charg and next generat messag solut in latin america the compani announc without specifi which oper had place the order,positive
