,Sentence,Sentiment
2741,Our Canned-preserved food in Finland report offers a comprehensive guide to the size and shape of the market at a national level,neutral
2742,The economic occupancy rate of Sponda s property portfolio rose to from in,positive
2743,The value of the contracts is about EUR mn,neutral
2744,MarketsShire up and Baxalta up on bn deal,positive
2745,Finnish Bank of àland will launch its long-term pension savings account at the beginning of June,neutral
2746,ALEXANDRIA Va Nov -- Risto Kontturi of Rajamaki Finland and Jari Ylinen of Hyvinkaa Finland have developed an automated transportation system with a user-controlled transport selection,neutral
2747,He does not believe however that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products,neutral
2748,We are selling an information systems development business to the Finns,neutral
2749,Finnish Suominen Corporation that makes wipes nonwovens and flexible packaging expects changes in the market situation to reduce sales of Suominen s nonwovens and wet wipes from the previously estimated volumes,neutral
2750,RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO,neutral
2751,Kaleva Kustannus Oy business ID - has according to its notice on August acquired Alma Media shares,neutral
2752,Glaston headquartered in Tampere Finland is a growing and international glass technology company,neutral
2753,Mformation and Nokia noted they have established interoperability agreements that cover commercially proven standards-based management of mobile devices as well as mobile device security and mobile application management,positive
2754,Buyback not trending right CPIX spending more as shares pricier Hopefully will pull back w Q closing VWAP,negative
2755,The company s annual loss amounted to EEK mn compared to a profit of EEK mn in,neutral
2756,The original name Componenta àmÑl as a subsidiary of the Finnish Componenta Group has been changed to àmÑl Components and the company has seen a growth in Q in comparison to Q,positive
2757,HELSINKI AFX - Salcomp the mobile phone charger manufacturer said it has appointed Markku Hangasjarvi as its new CEO following the resignation of Mats Eriksson,neutral
2758,NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America said analyst Phil Magney of Telematics Research Group in Minnetonka Minn,positive
2759,Companies evaluated in the report include Aladdin CA F-Secure Kaspersky Marshal McAfee Microsoft Panda Proofpoint Sophos Symantec Trend Micro Tumbleweed and Websense,neutral
2760,Around percent of the world s ro-ro fleet is over years old and needs to be scrapped for environmental reasons,neutral
2761,In the first quarter of the mark-to-market result was a pretax profit of EUR million versus a loss of EUR million in the same period last year,positive
2762,Aldata Solution Oyj Stock Exchange Release August at am ALDATA SHARES SUBSCRIBED FOR WITH STOCK OPTIONS A total of new shares of Aldata Solution Oyj have been subscribed for with the company s A stock options,neutral
2763,The Insolvency Act regulates the amount of debt that borrowers are permitted to write off,neutral
2764,The investment will be worth approximately EUR mn,neutral
2765,The company is presently examining whether the project would be financially feasible,neutral
2766,Also Lemminkñinen s profit for accounting period went up to EUR mn from EUR - mn a year ago,positive
2767,The start of the negotiations relating to Glaston s efficiency program was announced in October,neutral
2768,The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations,neutral
2769,Earnings per share EPS amounted to a loss of EUR,negative
2770,The reasons behind the estimate include the rise in rent levels and several fully-leased office and retail properties which were completed and added to the company s investment property portfolio,neutral
2771,The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register,neutral
2772,NFLX I say its time to short at this point,negative
2773,nd raise this year BVHealthcare QCOR Questcor Increases Quarterly Cash Dividend Percent,positive
2774,Aviva shuts Friends Life head office in rapid integration move,neutral
2775,The move was triggered by weak demand for forestry equipment and the uncertain market situation,neutral
2776,However the orders received during the period under review fell by quarter-on-quarter from the EUR million recorded in the second quarter of,neutral
2777,The Division also includes joint sales marketing and controlling functions for these units,neutral
2778,Outotec s delivery covers the engineering supply and construction of a circulating fluid bed calcination plant with a capacity of tons of alumina per day,neutral
2779,As a result the company will temporarily lay-off of the whole personnel approximately persons at Kirkkonummi and Nivala factories,neutral
2780,Result before taxes decreased to nearly EUR mn compared to nearly EUR mn in the previous accounting period,negative
2781,The majority of the company s personnel in Finland is temporarily laid off from one to six weeks in the period from February to June period,negative
2782,The company reported today an operating loss of EUR m on net sales of EUR m for the first quarter,negative
2783,The GyPSii mobile social networking application is available in China with both Chinese and English language support,neutral
2784,QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version QPR ProcessGuide Xpress,neutral
2785,X marks the recall Tesla recalls ModelX for faulty rd row seat TSLA,negative
2786,A agreement expired earlier this month,neutral
2787,loading SPY and AAPL puts think were toppy IMHO,negative
2788,So far Mr Galvan he has been able to avoid laying off workers,positive
2789,The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country,neutral
2790,When the negotiations were started Neste Oil anticipated that people would be affected,neutral
2791,According to Arokarhu some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed,neutral
2792,AAPL double bottom could be in keep in mind,positive
2793,F-Secure Internet Security is a security service for surfing the web online banking and shopping e-mail and other online activities,neutral
2794,Orion Pharma s operating profit increased by from,positive
2795,The changes will take effect on January and they are not estimated to have an impact on the number of employees,neutral
2796,The recruitment is related to the relocation of Stora Enso s research operations to Karlstad central Sweden,neutral
2797,Operating loss totaled EUR mn compared to a profit of EUR mn in the corresponding period in,neutral
2798,Profitability EBIT was compared to in Q,neutral
2799,This new representation extends Comptel s global presence to a total of countries serving over customers in over countries worldwide,positive
2800,Elisa Corporation will disclose its financial statements for on Thursday February,neutral
2801,The company which makes garden tools scissors and other consumer goods said earnings were boosted by mln eur of income it received from its pct shareholding in Finnish engineering group Wartsila,positive
2802,The deliveries are scheduled for the summer and autumn of,neutral
2803,LuleÑ municipality has awarded YIT a -year contract for property management of about one third of the municipality s properties with a total area of sq metres,positive
2804,GSK and Novartis complete deals to reshape both drugmakers,positive
2805,It is expected to be online by,neutral
2806,Legal General arm buys pct stake in MediaCityUK in Manchester,positive
2807,Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide,neutral
2808,Passengers rise at EasyJet and Aer Lingus,positive
2809,Operating profit rose to EUR mn from EUR mn,positive
2810,Central Europe is an important market area for Honka,neutral
2811,A total of million will be invested in the project,neutral
2812,Motorola accounted for percent of the South Korean handset market as of the end of April Samsung held percent and LG Electronics percent according to Korea-based ATLAS Research Group,neutral
2813,IFF technical alerts Stochastic Sell Signal DMA Support and DMA Support,negative
2814,On the basis of competitive bidding OOO Kitai Stroi the Russian subsidiary of China State Construction Engineering Corporation a construction company owned by China State has been selected as the main constructor,neutral
2815,British American Tobacco drops and sues PwC over pollution scandal,negative
2816,The group posted net sales of mln euro mln and an operating profit of euro mln in,neutral
2817,Clothing retail chain Seppñlñ s sales increased by to EUR mn and operating profit rose to EUR mn from EUR mn in,positive
2818,The facility consists of a seven year bullet term loan of mln euro mln and a mln euro mln five year revolving credit facility,neutral
2819,In terms of profitability and earnings was the best year in our history Chief Executive Veli-Matti Mattila said,positive
2820,Closing of such transaction took place today,neutral
2821,In addition a further employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed,negative
2822,The Annual Report will be sent automatically to shareholders holding at least Sampo plc shares,neutral
2823,UPM-Kymmene is one of the world s leading printing paper producers with production in countries and a sales network covering more than companies,positive
2824,The stable outlook reflects Nokia s strong market position in the global mobile handset market strong cash flow generation and very conservative balance sheet said Raab,positive
2825,Nokia will continue to invest in future development of Qt for the benefit of all users both Commercial and LGPL,positive
2826,HITK Resuming advance into new historical highs,positive
2827,NTC has a geographical presence that complements Ramirent s existing network and brings us closer to our customers in the East Bohemia region in the CzechRepublic,positive
2828,Metso is a global supplier of sustainable technology and services for mining construction power generation automation recycling and the pulp and paper industries,neutral
2829,Biohit Oyj develops manufactures and markets liquid handling products and diagnostic test systems for use in research healthcare and industrial laboratories,neutral
2830,New Chairman of the Board of Directors Mr Chaim Katzman will give a presentation and answer questions,neutral
2831,Viking Line manages well with its current ferries,positive
2832,When dialing in the participants should quote as conference ID,neutral
2833,The objective of the St Petersburg office is first to boost the Company s maintenance business,neutral
2834,Operating profit totaled EUR mn compared to EUR mn in the corresponding period in,positive
2835,- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red,negative
2836,We have the most expensive water brand in Finland at the moment,neutral
2837,France T®l®com spent more time studying TeliaSonera than other potential takeover targets because it has a shareholder that wants to sell Pellissier said,neutral
2838,BRKB SPY All time high tomorrow k on the A shares Dec,positive
2839,Salonen added that data shows producers pulp inventories in North America are declining,negative
2840,Marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop-in-shops,neutral
2841,SRV lowered its net sales estimate for the whole of due to uncertainties in housing sales,negative
2842,AWR Standard Poors Affirms A Credit Rating at American States Water Company and Golden State Water Company,positive
2843,According to CEO Kai Telanne the company s newspapers achieved the best financial result ever,positive
2844,Seat belt recall who cares Im a buyer TSLA,positive
2845,Randgold profit hit by poor gold price but dividend still increases,neutral
2846,ADP News - Jan - Finnish mobile phones maker Nokia Oyj OMX NOKV said today its operating profit decreased to EUR billion USD bn for from EUR billion for,neutral
2847,Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision,neutral
2848,AAPL at resistance right heresold my shareswill buy back if it dips or if it goes in the gap zone,negative
2849,EuroChem Head of Corporate Finance Alexander Gavrilov said I am pleased that we have once again confirmed that EuroChem is able to attract long-term funds at attractive rates,positive
2850,In Q of the company s result before taxes from continuing operations excluding non-recurring items totalled EUR - mn compared to EUR - mn in the corresponding period in,negative
2851,The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December,positive
2852,CompaniesDixons Carphone to close UK stores as sales jump,positive
2853,Elcoteq Dongguan was established in in the Nancheng District of Dongguan China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region,neutral
2854,The measures result from decreased demand in technical design and product information,negative
2855,Kraft Cadburys and Britvic in Total Recall how pulling a product affects profit,negative
2856,The currency effect had a pct or mln euro mln negative impact on the revenue,neutral
2857,SPY bull move ended waiting for next setup,negative
2858,Analysts impressed with progress at Teslas flagship factory co spent B on upgrades in by tsrandall TSLA,positive
2859,ISRG Break out confirmed Bought Leaps Good trading!,positive
2860,The highest growth would be in China while weakening demand would continue in North America UPM said,neutral
2861,from BUSINESS LINE May Sriperumbudur May - Nokia s two key suppliers - Aspocomp and Wintek - are likely to start operations within three months in the Nokia Telecom Park at Sriperumbudur km west off Chennai,neutral
2862,I am not optimistic about amzn both fundementals and charts look like poopoo this quarter,negative
2863,He said he has been losing five families a month to the economy as many make alternative arrangements to save money,neutral
2864,The ship cranes which will be manufactured by MacGREGOR s partner plants in China will be delivered between - for vessels ordered by Chinese COSCO German Peter Dohle and Hong Kong based Cido Shipping,neutral
2865,Finnish fibers and plastic products maker Suominen Corporation said its net loss from continuing operations narrowed to mln euro mln in from mln euro mln in,positive
2866,AB InBevs Latest Bid Said Unlikely to Win SABMillers Approval,positive
2867,The company s equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry,neutral
2868,It is a disappointment to see the plan folded,neutral
2869,Pretax loss totalled EUR mn compared to a loss of EUR mn in the corresponding period in,neutral
2870,Operating profit rose to mln eur from mln,positive
2871,At pm the OMX Helsinki was pct lower at and the OMX Helsinki was down pct at on volume of mln eur,negative
2872,The segment has an annual revenue of approximately EURm the company said,neutral
2873,We are very pleased with the fine co-operation between the two countries in recent times he said,positive
2874,Cramo headquartered in Vantaa Finland rents construction machinery and equipment as well as rents and sells modular space,neutral
2875,We also strengthen our existing partnership with Cybercom says Teleste CTO Esko Myllyla,positive
2876,On March Stora Enso refused to comment the news in any way,neutral
2877,Operating profit increased to EUR mn from EUR mn in the corresponding period in,positive
2878,ZNGA Looking for a test at resistance point cc cfrazierjr FletchTrade traders,positive
2879,Previously the company anticipated its operating profit to improve over the same period,positive
2880,SWOT analysis is just one method of categorization and has its own weaknesses,neutral
2881,Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from neutral to buy in May,positive
2882,A coker crane will be supplied to Tesoro Corporation s Golden Eagle Refinery in Martinez California while a similar crane will be delivered to BP s Castell refinery in Spain,neutral
2883,The group s -month operating profit grew percent to million euros,positive
2884,- Counter your competitor s strengths and target their weaknesses,neutral
2885,Return on capital employed ROCE was a negative compared to in,negative
2886,LULU Bounced off support early in week - now indicators turning up RSI MACD SMI Worth a look,positive
2887,Cargotec s business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR,neutral
2888,We continued actively to focus RD and to position our offering away from point solutions towards dynamic end-to-end solutions Ervio stated,positive
2889,AAPL - Has broken its downtrend - but DMA proving to be stiff resistance short term,positive
2890,In Stora Enso s net loss was EUR million compared to EUR million in the previous year,negative
2891,NORDIC BUSINESS REPORT- January -Efore Plc inaugurates new plant in Estonia -® - M COMMUNICATIONS LTD Finnish power electronics manufacturer Efore Plc said on Tuesday January that it was inaugurating its new plant in Parnu Estonia,neutral
2892,The total value of the project is estimated to be over mln euro mln of which the services will be over mln euro mln and third-party licences more than mln euro mln,neutral
2893,Reed Elsevier share price slides on underwhelming full-year results,negative
2894,Technopolis has set aside a plot of land measuring hectares to build the park Mikkonen said,neutral
2895,GyPSii service supports ten different languages including Korean and Russian,neutral
2896,The company turned to earnings per share EPS of EUR versus loss per share of EUR,positive
2897,The company does not at present hold any of its own shares,neutral
2898,The estimated value of the deal is USD million,neutral
2899,In future the plant will focus on the production of flange profiles for wind farm towers,neutral
2900,As a result of these transactions the aggregate holdings of Burrill Life Sciences Capital Fund LP has decreased below per cent of the total number of shares and votes of the Company,negative
2901,Revenue in July to September grew percent to EURO million from a year earlier the company said Thursday,positive
2902,February - Finnish privacy and security software developer Tectia Oyj HEL TECV said Wednesday it has set up two strategic business units - managed security and mobile authentication,neutral
2903,SDM offers general rental equipment aluminium scaffolding power generator and hoists to customers in the construction sector,neutral
2904,tsla bad day to short,positive
2905,Nokia controls more than percent of phone sales in India and Africa and has a strong prosition on most other emerging markets,positive
2906,CYTX looks like an ascending channel on Finfiz,positive
2907,Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas,neutral
2908,November - Finnish office furniture maker Martela Oyj HEL MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company s office staff and factory workers,neutral
2909,Panostaja owns a pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May,neutral
2910,The financial details of the transaction were not disclosed,neutral
2911,The two companies will also partner in further developing Raiso s cholesterol lowering brand Benecol,positive
2912,NUGT Gold above wow,positive
2913,Diageo sales disappoint as currency and comparatives leave bitter taste,negative
2914,Finnish M-real s Kyro mill is starting negotiations to cut staff,neutral
2915,LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE,negative
2916,Shares in BAE Systems hit -month high on rating upgrade,positive
2917,Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in people being laid off for around six weeks starting mid-May it said,neutral
2918,The transaction is expected to be finalized by Dec,neutral
2919,ARIA Bounce Player! Long above,positive
2920,The board further said the company omitted to tender for a substantial part of the works and as such they had rightfully been found non-responsive by the evaluation team,neutral
2921,Finnish Aktia Group s operating profit rose to EUR mn in the first quarter of from EUR mn in the first quarter of,positive
2922,Operators only need to learn how to use one device for multiple levels of applications including voice-directed operations,neutral
2923,Rival companies GWR and WATCO eyeing RA w take-over interest,positive
2924,Net interest income was EUR mn up from EUR mn in,positive
2925,However the orders received during the period under review fell by quarter-on-quarter from the EUR million recorded in the second quarter of,negative
2926,Net sales fell by from the third quarter of to EUR mn,neutral
2927,In July-September Konecranes sales decreased to EUR mn from EUR mn in July-September,negative
2928,The result will also be burdened by increased fixed costs associated with operations in China and restructuring costs in Japan,negative
2929,Cencorp s net sales in the first quarter is estimated to be EUR- m as compared to EUR m in the first quarter,neutral
2930,In Finland the Bank of àland reports its operating profit fell to EUR mn in the second quarter of from EUR mn in the second quarter of,neutral
2931,Cargotec s share capital after the increase totals EUR,neutral
2932,Sophos aims to raise m in London IPO,positive
2933,The new structure provides better communication faster decision-making and cost savings Proha said,positive
2934,The new Series A shares will become subject to trading on the Helsinki Stock Exchange s Main List together with the old Series A shares on July,neutral
2935,October - Finnish fishing tackle company Rapala VMC Corp HEL RAPV said today its net profit rose to EUR m for the first nine months of from EUR m for the same period a year earlier,positive
2936,The remainder of its revenues will come from technology agreements with other firms InterDigital said,neutral
2937,Tyrvaan Sanomat published twice a week by Tyrvaan Sanomat Oy appears in Sastamala and Kiikoinen,neutral
2938,Cargotec Corporation Press Release April at pm Finnish time Cargotec s MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant hatch cover orders for bulk carriers,positive
2939,Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher,neutral
2940,Nordstjernan has used its option to buy another stake of Salcomp s shares and votes,neutral
2941,The net sales of Healthcare Trade business in were EUR million EUR million and operating profit EUR million EUR million,neutral
2942,The tower it chose to add due to go into operation in the summer will increase total capacity to broadsheet or tabloid pages with the ability to run - and -page products side by side,positive
2943,Scanfil a systems supplier and contract manufacturer to the communications sector will start personnel negotiations in Oulu in Finland to lay off staff temporarily,negative
2944,Operating profit decreased to EUR mn from EUR mn in,neutral
2945,PCS Digital Guatemala has been using Tecnomen s prepaid system in Telgua fixed networks as well as code division multiple access or CDMA and global system for mobile communication or GSM since,neutral
2946,The company will disclose further details including the anticipated transaction timetable and the name of the new investor within one week,neutral
2947,The number of collection errors fell considerably and operations speeded up,positive
2948,Insurer Old Mutual picks Standard Banks Hemphill as new CEO,neutral
2949,Broker tips RBS Croda Sage,positive
2950,Operating profit was EUR mn up from a loss of EUR mn a year earlier,positive
2951,The reductions will be implemented immediately beginning in October,neutral
2952,EBAY had a nice breakout of the recent consolidation Congrats to those who had it,positive
2953,The company plans to close two of the three lines at the plant where some jobs are under threat,negative
2954,The contract includes heating plant equipment and associated installation work,neutral
2955,Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase,positive
2956,Qualcomm estimated a first-quarter profit between and cents a share excluding certain items below the analyst estimate of cents a share,negative
2957,Neste Oil Corp has signed long-term procurement contracts with Honkajoki Oy and Findest Protein Oy both owned by Finnish food manufacturers for the supply of animal fat for biodiesel production at Neste s b-cd Porvoo Finland refinery,positive
2958,The total investment in and is expected to amount to about EURm,neutral
2959,Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing,neutral
2960,The presentation material can be viewed on the company s website in English after the conference,neutral
2961,Finnish Metso Paper has won an order to supply an uncoated fine paper machine to MCC Paper Yinhe in China,positive
2962,When completed the -meter Watchtower will be the highest building in Ireland,neutral
2963,Galeria Podlaska a shopping mall on Wysockiego Street in Bia ystok is approximately -percent leased or reserved,neutral
2964,The product s front-edge folding maximizes weather resilience and enables a seamless roof finish,neutral
2965,Intuitive Surgical ISRG is in a great financial position take a look,positive
2966,Dragonfly Love is another video shot from start to finish using the Nokia N,neutral
2967,The new apartment block is going up very close to the city center explained Chairman of the Board of AS YIT Ehitus Priit Sauk,neutral
2968,March - Finnish electronics contract manufacturer Scanfil Oyj HEL SCFV said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal,neutral
2969,REFILE-Hikma and Barclays help Britains FTSE to climb higher,positive
2970,Finnish Stockmann Group s mail order unit Hobby Hall has launched a trial marketing campaign in Russia,neutral
2971,UTSI Long setup Reported very good earnings,positive
2972,Quartal Oy now owns shares in Satama Interactive Plc which represents per cent of the share capital and voting rights,neutral
2973,Demand was brisk as expected and order levels have remained high,positive
2974,ADPnews - Sep - Finnish silicon wafers maker Okmetic Oyj HEL OKMV said it will reduce the number of its clerical workers by worldwide as a result of personnel negotiations completed today,negative
2975,Pretax profit decreased by to EUR mn from EUR mn,neutral
2976,The company s order book stood at bln euro bln on September up by pct on the year with international orders amounting to mln euro mln,positive
2977,Comparable operating profit for the quarter decreased from EURm while sales increased from EURm as compared to the third quarter,negative
2978,Barclays poised to replace Sir Mike Rake as he heads for exit,neutral
2979,Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of -,negative
2980,Barclays appoints JPMorgans Paul Compton as new COO,neutral
2981,AAPL bounces off support it seems,positive
2982,Operating profit fell to EUR mn from EUR mn in,neutral
2983,The Estonian parliament was set to vote on amendments to the excise duty law on Wednesday that would add kroons to the price of a liter of diesel and kroons to the price of a liter of gasoline from the start of,neutral
2984,Elcoteq has a proven track record in electronics manufacturing services EMS and a global factory network coupled with modern manufacturing equipment and consistent systems and processes,positive
2985,MTD Mettler-Toledo ready for a breakout,positive
2986,HSBC shakes up board with two new business chiefs three departures,neutral
2987,The Inventors are Ridge Justin Bao Yiliang and Karczewicz Marta,neutral
2988,One can also apply for jobs directly from the iPad select which CV to attach and which covering letter is most appropriate for each position,neutral
2989,In this way the industry s starting point has been the consumers needs,neutral
2990,The prosecutor is also demanding Outokumpu pay a fine of EUR at most,neutral
2991,In it generated net sales of EUR million USD m,neutral
2992,Published by Globes online Israel business news - - on November -® Copyright of Globes Publisher Itonut Ltd,neutral
2993,The EURm contract includes both design and construction works,neutral
2994,AAPL Beat the estimates Will still go down on lack of new products,negative
2995,Delhaize Le Lion has selected the Aldata GOLD Vocal PDA solution on the Motorola WT PDA terminal,neutral
2996,The Baltimore Police and Fire Pension which has about billion lost about million in Madoff Ponzi scheme,neutral
2997,According to the company its operating profit excluding non-recurring items in the fourth quarter of was significantly better than expected and also better than the figures for the fourth quarter of,positive
2998,These new units will be built at Cargotec s state of the art manufacturing facility in San Antonio Texas USA which started operations in,neutral
2999,Operating loss totalled EUR mn compared to a profit of EUR mn in the second quarter of,neutral
3000,September Finnish waste management and recycling company Lassila Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow,positive
3001,Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement,positive
3002,UPDATE CIB Legal General Sell Egyptian Life Joint Venture To AXA,positive
3003,Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro,negative
3004,This will be done domestically and in neighboring markets both organically and through acquisitions,neutral
3005,News FeedFTSE movers Ashtead jumps on strong interims Glencore BP in,positive
3006,Elite Residence Tower a new development by Tameer is located at the heart of Dubai Marina,neutral
3007,StockTwits Kbkiwi TSLA Tesla Model S sales exceed target profitability guidance amended upward,positive
3008,Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£m,neutral
3009,On top of that the US Commerce Department published worse-than-expected construction spending figures for November,negative
3010,Baltic Pearl CJSC a subsidiary of Shanghai Foreign Joint Investment Company is developing a project in St Petersburg comprising about a million square meters of residential space two hospitals and several schools and nurseries,neutral
3011,They are also upset that some of the machinery and work is taken over to Poland,negative
3012,Approval by shareholders of Cencorp in accordance with Finnish law,neutral
3013,The company said that it will supply the WCDMA G-HSPA radio network including the modular high capacity Nokia Flexi WCDMA base station in East Java Bali Sumatra and Batam,positive
3014,RSH - looking for first profitable quarter in years!!! LONG STRONG,positive
3015,MFLX up pre mkt Looks like GAP has been filledlookin short opt here,negative
3016,Finnish forest machinery manufacturer Ponsse has agreed with Volvo on the start of cooperation in Latin America,positive
3017,February - Finnish broadband data communication systems provider Teleste Oyj HEL TLTV saw its net profit jump to EUR m for the last quarter of from EUR for the same period of,positive
3018,On the route between Helsinki in Finland and Tallinn in Estonia cargo volumes increased by while cargo volumes between Finland and Sweden fell by,neutral
3019,Irish Said Chasing Standard Chartered RBS as Brexit Vote Nears,positive
3020,Helsinki on October SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information please contact Tomi Laamanen Chairman tel Distribution NASDAQ OMX Helsinki Ltd,neutral
3021,YOKU high volume blast off Friday goes higher,positive
3022,Kemira headquartered in Helsinki Finland is an international chemicals group comprising the business areas Kemira Pulp Paper Kemira Water Kemira Specialty and Kemira Coatings,neutral
3023,Chic and cheerful Finnish design house Marimekko has been sending its geometric textiles out into the world for the past years,neutral
3024,The recovery of demand that started toward the end of continued in January-March,positive
3025,Comparable operating profit decreased to EUR mn from EUR mn in the corresponding period in,neutral
3026,GUANGDONG October SinoCast -- Nokia Telecommunications Dongguan branch entered into a letter of intent to open a Nokia Class in Qingyuan Polytechnic Qingyuan City of Guangdong Province,neutral
3027,The company can not give up palm oil altogether however,neutral
3028,In the Group s net sales stood at EUR million and it had about employees at the end of June,neutral
3029,Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand,neutral
3030,US Debt Lures Schroders as ECB Depresses Rates,neutral
3031,Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology which has been developed jointly by Eesti Energia and Outotec,neutral
3032,The EPS outlook was increased by pct for and pct for,positive
3033,The company has some employees and an annual turnover of EUR m Vaahto Group is listed on the Nordic Exchange in Helsinki,neutral
3034,DPZ broke out now of his bull flag channel and make new highs but volume is very poor,positive
3035,AMZN rejected that to the penny Weak open and it goes rg within first mins could have - points in it,negative
3036,This BBBY stock options trade would have more than doubled your money via TheStreet,positive
3037,Pretax loss totaled EUR mn down from a profit of EUR mn in,negative
3038,Tesla Model S deliveries are up in Germany - record deliveries in March Chart TSLA,positive
3039,Operating profit of the Asian plants grew markedly,positive
3040,The prosecutor is also demanding Outokumpu pay a fine of EUR at most,negative
3041,Konecranes has previously communicated an estimated reduction of about employees on group level in,negative
3042,The Oulu plant employs approximately people,neutral
3043,at EET Alma Media s Annual Report for is scheduled to be published in calendar week,neutral
3044,SCOPI Chief Business Excellence Officer Eng,neutral
3045,The share capital of Basware Corporation is,neutral
3046,New Morrisons duo get former bosss support to diffuse investor tension,positive
3047,The order also includes start-up and commissioning services,neutral
3048,UPM s deliveries increased during the third quarter by percent and the efficiency of operations improved Chief Executive Jussi Pesonen said,positive
3049,Outokumpu s chief executive Juha Rantanen expressed his confidence in China market,positive
3050,Mr KR Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt Ltd,neutral
3051,The company is in charge of all natural gas storage activities in France Great Britain and Germany,neutral
3052,This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM,neutral
3053,With the US Federal Government putting a stake in the ground vendors - and their customers - are focused on meeting the deadline,neutral
3054,Finnish construction company YIT Corporation is planning to build about high-quality holiday homes near the Tahko ski and spa resort in Finland,positive
3055,Operating profit totaled EUR mn down from EUR mn in the corresponding period in,neutral
3056,The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan,positive
3057,In June it sold a percent stake to Nordstjernan and the investment group has now taken up the option to acquire EQT s remaining shares,neutral
3058,Tiimari Latvian representative Ineta Zaharova said that the company earned LVL in profit which is times more that in,positive
3059,Operating profit fell to EUR mn from EUR mn in including vessel sales gain of EUR mn,negative
3060,SMH got a sell signal on and needs to take out to go higher otherwise headed lower than gap below at,negative
3061,The negotiations concern salaried and senior salaried employees and are scheduled to be completed in six weeks,neutral
3062,The production is to be liquidated before June and employees loose their jobs,negative
3063,ADP News - May - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL STERV and on Finnish sector player UPM-Kymmene Oyj HEL UPMV to underperf,neutral
3064,Deutsche Bank downgrades Starbucks because of new loyalty program SBUX,negative
3065,Operating profit excluding non-recurring items totalled EUR mn down from EUR mn,neutral
3066,The company said Offshore segment represented of the total marine engines orders for the July-September period Merchant Special vessels and Cruise and Ferry and Ship Design -- and respectively,neutral
3067,Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all employees at the company s plants in Hollola and Tampere in Finland,neutral
3068,According to Finnish petrol station chain St s managing director Kim Wiio the company was forced to make purchases with rising prices in the first half of and now consumer prices are going down almost daily due to competition,negative
3069,A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device,neutral
3070,Altona stated that the private company of Altona chairman Kevin Maloney Tulla Resources would take up its entitlement in full,neutral
3071,However net sales in are seen to have grown to EUR m from EUR m in,positive
3072,The Dutch broker noted that Nokian Tyres reported a good first quarter in above or in line with consensus,positive
3073,Okhta Center area is expected to have about square metres of office premises by,neutral
3074,Operating profit improved to EUR mn from EUR mn,positive
